Character,Text,Episode,LineNumber
Rick,"""Well, you better start getting used to it, little bitch, because we got some fucking company. Hey, there he is.""",209,282
Old Guy,"""Here I am.""",209,283
DIRECTION,"""[ Beacon whirring ]""",209,284
Rick,"""Morty. Time to [Belches] purge.[ Gunfire, screaming ] Tony! Toni! Toné!’S ""feels good"" plays ][ Screaming ] ♪ it feels good ♪♪ yeah ♪♪ it feels good ♪""",209,285
DIRECTION,"""♪ holdin’ you so ♪ ♪ it feels good ♪""",209,286
Rick,"""Geez. Wow, Morty. Now you’re getting into it. Never expected that out of you. All right, uh, let’s go find my ship.""",209,287
Rick,"""Hey, hey, Morty, Morty. There it is down there... my ship. It looks to me like the... Morty?""",209,288
DIRECTION,"""[ Gunfire ]""",209,289
Morty,"""Suck my dick.""",209,290
DIRECTION,"""♪ it feels good ♪""",209,291
Morty,"""Eat this!""",209,292
Rick,"""Ooh, boy, you’re really, uh...Ha-ha! Ha! ♪ It feels good you’re really going for it over there, huh?""",209,293
Rick,"""I, uh [Belches] I think, uh [Belches] I think those people were just hiding.""",209,294
Morty,"""I don’t give a shit! [ Gunfire ]""",209,295
Rick,"""Okay, Morty, now you’re just shooting corpses.""",209,296
Morty,"""How do you like this?""",209,297
Rick,"""Okay, buddy. All right. That’s good. Good job.""",209,298
Morty,"""[ Screams ]""",209,299
Rick,"""Time to go home.""",209,300
DIRECTION,"""[ Weapon charging ]""",209,301
Arthricia,"""Wait, stop! Please, don’t kill me!I-I never intended to harm you, I swear. I am trying to end the festival.""",209,302
Rick,"""W-w-what do you mean?""",209,303
Arthricia,"""I was going to use your ship to destroy the rich assholes that run our society and save my people from the horrors of this yearly festival.""",209,304
Morty,"""Fuck that, Rick! We got to kill her! Kill her! Kill her!""",209,305
Rick,"""Whoa! Geez, Morty, purge it down a little.""",209,306
Morty,"""Purge! Don’t purge!"" You’re sending me mixed messages, Rick.""",209,307
Rick,"""Morty [Belches] you’re acting like a [Belches] freaking lunatic. Calm down.""",209,308
Morty,"""Screw you, Rick! I'll purge you, too, you old, rickety piece of crap! This has been a long time coming! I""m gonna rip your fucking guts out and smear them all over your face! I ain’t taking no sh... aah!""",209,309
DIRECTION,"""[Rick stuns Morty unconscious]""",209,310
Rick,"""Okay, s-sorry about that. Now, where are these rich people?""",209,311
DIRECTION,"""[ String quartet playing ] [Glass clinking ]""",209,312
Rich Asshole,"""To another successful year of the festival, pitting poor people against each other for thousands of years.""",209,313
DIRECTION,"""[ Tony! Toni! Toné!’S ""feels good"" plays ]""",209,314
Rich Asshole,"""Wait, w-where is that music coming from? What is the meaning of this?""",209,315
DIRECTION,"""♪ It feels good ♪""",209,316
Rick,"""Here's the deal. I’m not here to judge. I’m just a guy from another planet. But this girl is one of your poor people, and I guess you guys felt like it was okay to subject her to inhuman conditions because there was no chance of it ever hurting you. It’s sort of the socio-political equivalent of, say, a suit of power armor around you. But now things are evened out, so, Arthricia?""",209,317
DIRECTION,"""[ All gasp ]""",209,318
Arthricia,"""Happy festival, cocksuckers! Suck my cock! Chew my balls. Suck my huge dick!""",209,319
Rick,"""Geez.""",209,320
DIRECTION,"""♪ It feels good ♪""",209,321
Arthricia,"""You want to get in on this, Rick?""",209,322
Rick,"""No, I really... honestly, I-I’ve had my fill. It’s gratuitous at this point.""",209,323
Arthricia,"""You sure you don’t want to join in? This is really amazing.""",209,324
DIRECTION,"""♪ It feels good♪""",209,325
Rick,"""yeah, but... ah, all right. Fuck it.""",209,326
DIRECTION,"""♪ It feels good ♪""",209,327
Rick,"""yeah, bitch, what’s up?""",209,328
DIRECTION,"""♪ It feels good ♪""",209,329
DIRECTION,"""♪ it feels good ♪ ♪ yeah ♪ ♪ it feels good whoa! ♪ ♪ Ohh, it feels good ♪Okay, now it’s time we do a little dancing to... to Tony! Toni! Toné!♪ It feels good, yeah look at my fucking feet, motherfucker! ♪Whoo! Aw, yeah!♪ It feels good ♪""",209,330
Rick,"""Arthricia, what do you got?""",209,331
Arthricia,"""Check this move out.""",209,332
DIRECTION,"""♪ Oh, it feels good ♪""",209,333
Rick,"""[ belches ] Oh, ho!""",209,334
Arthricia,"""I don’t know what song that is, but I fucking love it!""",209,335
Rick,"""Feels Good"". It’s a fucking hit song.""",209,336
DIRECTION,"""♪ It feels good ♪""",209,337
Rick,"""topped the charts, I think.""",209,338
Arthricia,"""Ho, ho!""",209,339
DIRECTION,"""♪ Oh, it feels good ♪""",209,340
DIRECTION,"""[ rooster crows ]""",209,341
Arthricia,"""Hey, thanks for helping me, Rick. You’re a pretty great guy.""",209,342
Rick,"""Yeah, yeah. Fuck you for shooting my liver. I’ll see you around.""",209,343
Morty,"""Oh, man. What... what happened?""",209,344
Rick,"""Don’t worry about it, Morty. Listen, if you wanted to try to get a piece, you better hurry up. Now’s your last chance.""",209,345
Morty,"""Hey, hey, Arthricia, um, maybe I could... uh-""",209,346
Arthricia,"""I have a boyfriend.""",209,347
Morty,"""Okay.""",209,348
Arthricia,"""I’m not trying to be rude. I just... I don’t want to lead you on.""",209,349
Morty,"""I-I-I understand.""",209,350
Arthricia,"""I mean, thank you so much for helping end the festival, but I have a boyfriend, and, uh, he’s just...""",209,351
Morty,"""Okay, okay, you can stop saying it! I took it okay the first time, and now you’re just repeating stuff.""",209,352
Arthricia,"""Oh, I’m sorry.""",209,353
Morty,"""It’s okay.""",209,354
Arthricia,"""Oh, you’re so sweet, I just... oh, but I can’t.""",209,355
Morty,"""Yeah, you’re still doing it.""",209,356
DIRECTION,"""It won’t be easy creating a new society from the ground up.""",209,357
DIRECTION,"""Well, a helpful rule might be if you need something, you get it.""",209,358
DIRECTION,"""Pretty simple, right?""",209,359
DIRECTION,"""I need food.""",209,360
DIRECTION,"""Who’s got food for that guy?""",209,361
DIRECTION,"""I do, but this is for me.""",209,362
DIRECTION,"""Can’t you make some more?""",209,363
DIRECTION,"""Oh, sure. And while I’m making food for everyone, who takes care of my kids?""",209,364
DIRECTION,"""I’ll take care of your kids, if I get some extra food for it.""",209,365
DIRECTION,"""Extra food?""",209,366
DIRECTION,"""Well, I’m not gonna do extra work if we all get the same.""",209,367
DIRECTION,"""All right, okay, fair is fair.""",209,368
DIRECTION,"""If you do extra work, you get extra food.""",209,369
DIRECTION,"""Oh. [ All murmuring ]""",209,370
DIRECTION,"""Who’s gonna keep track of who gets how much food for how much work?""",209,371
DIRECTION,"""Hello. I can do that.""",209,372
DIRECTION,"""I’ll keep track of everyone’s food, you know, in exchange for food.""",209,373
DIRECTION,"""That’s not a real job! Oh, and making food is? You son of a bitch!""",209,374
DIRECTION,"""Eat this!""",209,375
DIRECTION,"""[ All screaming ]""",209,376
DIRECTION,"""Guys, guys, guys, guys, whoa, whoa.""",209,377
DIRECTION,"""Cool it, now. Take it easy.""",209,378
DIRECTION,"""There’s too much aggression here.""",209,379
DIRECTION,"""What if we designate a period of time during which we can all get this hate, murder, and rage out of our system...""",209,380
Morty,"""I can’t help but feel ashamed about what I did back there, Rick. I guess you were right. I’ve got a lot of repressed stuff. I need to deal with.""",209,382
Rick,"""Don’t worry about it, Morty. Remember those candy bars earlier that we got in the first act?""",209,383
Morty,"""Yeah, what about them?""",209,384
Rick,"""Turns out they have a chemical in them called purgenol that amplifies all your violent tendencies.""",209,385
Morty,"""Oh, boy. Whew! Thank goodness for that, huh? That’s a relief.""",209,386
Rick,"""Yep. Don’t even sweat. You’re still the same old Morty. Your character’s totally protected.""",209,387
DIRECTION,"""[Rick throws the bar to the side, the bar label reads ""Now Purgenol Free""]""",209,388
DIRECTION,"""[Open the Smith family house]""",210,1
DIRECTION,"""(The Smith Family is sat around a table having cereal for breakfast together.)""",210,2
Jerry,"""The trick to cereal is keeping 70% of it above the milk.""",210,3
Beth,"""Jerry, get a job.""",210,4
DIRECTION,"""(A knock is heard at the front door.)""",210,5
Rick,"""Uh, w-why don't you get it Jerry? you're the man of the house and you don't have a job.""",210,6
Jerry,"""(Sighs and stands up to answer door)""",210,7
DIRECTION,"""(Jerry opens the door and flinches in fear as a large brain-resembling, automated delivery mechanism [a 'courier flap'] hovers into the house and makes its way into the dining room.)""",210,8
Courier Flap,"""(In an automated machine voice) Delivery for Rick, Morty, Summer, Beth and Jerry.""",210,9
Summer,"""(Drops spoon upon seeing the Courier Flap) Gross, what is that thing?""",210,10
Rick,"""It's a Courier Flap, it's like the Intergalactic version of UPS but less off-putting. (Reaches hand into courier and retrieves a metallic egg-shaped item) OH SHIEEET! It looks like an egg-vite from Birdperson! It must be time for his annual Oscar party. By the way, our TV signals take lightyears to reach his planet, nobody tell him that Braveheart wins.""",210,11
DIRECTION,"""(Rick cracks the egg open like a regular egg. Upon cracking the egg, a miniature hologram emerges with Pachelbel's Canon playing in the background and videos of Tammy and Birdperson.)""",210,12
Birdperson's Voice,"""Greetings, this is Birdperson.""",210,13
Tammy's Voice,"""And Tammy!""",210,14
Birdperson's Voice,"""Inviting you to Planet Squanch for our mate-melding ceremony.""",210,15
Rick,"""(With disgust) Ughhhh... (Places a napkin over the hologram and takes it to the bin in the kitchen)""",210,16
Tammy's Voice,"""(Muffled by napkin) If you're not a bird, that means we're getting married!""",210,17
Summer,"""Oh my God! My friend Tammy's marrying Birdperson!""",210,18
Jerry,"""What the hell is a 'Birdperson,'?""",210,19
Morty,"""He's Rick's best friend.""",210,20
Rick,"""Uhhhh, l-l-let's not get carried away, Morty.""",210,21
Courier Flaps,"""Would you like to RSVP or send a gift?""",210,22
Rick,"""No. Weddings are basically funerals with cake. If I wanted to watch someone throw their life away, *belch* I'd hang out with Jerry all day.""",210,23
Courier Flap,"""Affirmative. Returning to sender. (Flies towards front door)""",210,24
Beth,"""No, hold on, stay... 'Courier Flaps.'""",210,25
Courier Flap,"""(Turning back around and re-entering dining room) Staying.""",210,26
Beth,"""Dad, you have a friend that's getting married... that's a big deal.""",210,27
Jerry,"""*Scoffs* it's a big deal he has a friend.""",210,28
Rick,"""What do you know about friendship, Jerrrrrry?""",210,29
Courier Flap,"""Confirm, shipping Jerry. (Hovers over Jerry and fully shoves him into underside before flying away through open front door and into sky)""",210,30
Beth,"""Oh God, Jerry?! (Runs to front door)""",210,31
Summer and Morty,"""Dad?! (Follows Beth)""",210,32
Beth,"""(Looking into sky) Where is it taking him?""",210,33
Rick,"""(Still eating cereal) I assume Planet Squanch, 6000 lightyears across the galaxy.""",210,34
Morty,"""Wh?-Wh- th-th-that's insane!""",210,35
Rick,"""Yeah, I know. Now we have to go to the wedding.""",210,36
DIRECTION,"""[Trans. Rick, Summer, Beth and Morty flying through the galaxy in Rick's space cruiser while the radio plays techno music. The cruiser then flies down through the atmosphere of a clouded planet and lands on the surface of Planet Squanch.]""",210,37
Squanchy,"""Rick Sanchez, you psycho bag of Squanch!""",210,38
Rick,"""(Unscrewing and drinking from scotch flask) Hey, what's up, Squanchy?""",210,39
Summer and Morty,"""(Morty waves) Heya Squanchy.""",210,40
Squanchy,"""Morty, Summer! And you must be Beth. (Kisses Beth's hand) Au squanché.""",210,41
Beth,"""(Holding a suit in a dry cleaning bag) Your language has 'squanch,' in it a lot. Doesn't that become tedious and worn out like the Smurf thing?""",210,42
Rick,"""Beth, Squanchy culture is more... contextual than literal. You just say what's in your squanch and people understand.""",210,43
Beth,"""Oh, okay... I squanch my family.""",210,44
DIRECTION,"""(Rick and Squanchy look at her with disgust and shock.)""",210,45
Squanchy,"""Uhh...""",210,46
Beth,"""What? I do, I squanch my family.""",210,47
Squanchy,"""Just stop saying it, gross.""",210,48
Photography Cyborg,"""I am not staring at you. I am Cyborg photographer, just act natural. This is a candid shot, I don't require a camera so... (An quest looks away.) Sorry. (Turns to another quest.) Hi, I am not staring at you.""",210,50
DIRECTION,"""(An Squanchy waiter brought an plate with monkey-like head meal to an female, plant alien quest. Opens the lid and revealed out plant food inside, only to cause for the quest to scream then later passed out to the floor.)""",210,51
